,time,PlantId,y,rain,temp
0,2021-09-01 00:00:00+00:00,27350178.0,0.068,0.0,22.903778510840084
1,2021-09-01 01:00:00+00:00,27350178.0,0.0675,0.0,22.783492250750896
2,2021-09-01 02:00:00+00:00,27350178.0,0.067,0.0,22.26307006424281
3,2021-09-01 03:00:00+00:00,27350178.0,0.06824999999999999,0.0,22.139715277110557
4,2021-09-01 04:00:00+00:00,27350178.0,0.0635,0.0,22.086936611969406
5,2021-09-01 05:00:00+00:00,27350178.0,0.07300000000000001,0.0,22.723962826114985
6,2021-09-01 06:00:00+00:00,27350178.0,0.07,0.0,23.175650006857893
7,2021-09-01 07:00:00+00:00,27350178.0,0.079,0.0,23.92621172159778
8,2021-09-01 08:00:00+00:00,27350178.0,0.07450000000000001,4.593365762656232e-05,26.15518976569865
9,2021-09-01 09:00:00+00:00,27350178.0,0.07275000000000001,0.0002580273289283,27.087408281389514
10,2021-09-01 10:00:00+00:00,27350178.0,0.08149999999999999,5.6318658481263086e-05,25.979670018833872
11,2021-09-01 11:00:00+00:00,27350178.0,0.07175000000000001,5.91146202498366e-05,26.75232512828404
12,2021-09-01 12:00:00+00:00,27350178.0,0.07875,2.356596347797505e-05,27.56425738388577
13,2021-09-01 13:00:00+00:00,27350178.0,0.06625,7.988462195924334e-07,27.86067709624831
14,2021-09-01 14:00:00+00:00,27350178.0,0.1135,0.0,27.748369006471197
15,2021-09-01 15:00:00+00:00,27350178.0,0.129,0.0,27.340868615148796
16,2021-09-01 16:00:00+00:00,27350178.0,0.0955,0.0,27.095386451701582
17,2021-09-01 17:00:00+00:00,27350178.0,0.10625,0.0,25.803536566560524
18,2021-09-01 18:00:00+00:00,27350178.0,0.11275,0.0,25.04990632477751
19,2021-09-01 19:00:00+00:00,27350178.0,0.09525,0.0,24.280933447779034
20,2021-09-01 20:00:00+00:00,27350178.0,0.262,0.0,23.281207337140188
21,2021-09-01 21:00:00+00:00,27350178.0,0.084,0.0,23.131463217437386
22,2021-09-01 22:00:00+00:00,27350178.0,0.0755,0.0,22.407904540676668
23,2021-09-01 23:00:00+00:00,27350178.0,0.06775,0.0,22.317689845609777
24,2021-09-02 00:00:00+00:00,27350178.0,0.0665,0.0,22.340396945728685
25,2021-09-02 01:00:00+00:00,27350178.0,0.075,0.0,22.1206904094434
26,2021-09-02 02:00:00+00:00,27350178.0,0.06825,0.0,21.83470368902738
27,2021-09-02 03:00:00+00:00,27350178.0,0.0595,0.0,22.455159857140245
28,2021-09-02 04:00:00+00:00,27350178.0,0.069,0.0,22.53678267648644
29,2021-09-02 05:00:00+00:00,27350178.0,0.1095,0.0,22.927713021776185
30,2021-09-02 06:00:00+00:00,27350178.0,0.09075,0.0,23.372649443024272
31,2021-09-02 07:00:00+00:00,27350178.0,0.062,0.0,24.040360927600773
32,2021-09-02 08:00:00+00:00,27350178.0,0.077,0.0,26.161940525193472
33,2021-09-02 09:00:00+00:00,27350178.0,0.10025,0.0,26.63940333309836
34,2021-09-02 10:00:00+00:00,27350178.0,0.07250000000000001,0.0,27.67472435743701
35,2021-09-02 11:00:00+00:00,27350178.0,0.092,0.0,27.826309593365693
36,2021-09-02 12:00:00+00:00,27350178.0,0.07425000000000001,0.0,27.748369006471197
37,2021-09-02 13:00:00+00:00,27350178.0,0.0655,0.0,27.377077234257285
38,2021-09-02 14:00:00+00:00,27350178.0,0.08074999999999999,0.0,27.043835197377632
39,2021-09-02 15:00:00+00:00,27350178.0,0.088,0.0,26.49334144584725
40,2021-09-02 16:00:00+00:00,27350178.0,0.09625,0.0,26.03858573806121
41,2021-09-02 17:00:00+00:00,27350178.0,0.1305,0.0,24.495730340795376
42,2021-09-02 18:00:00+00:00,27350178.0,0.08275,0.0,23.80592546150865
43,2021-09-02 19:00:00+00:00,27350178.0,0.08499999999999999,0.0,23.1633758986855
44,2021-09-02 20:00:00+00:00,27350178.0,0.076,0.0,21.87950418385651
45,2021-09-02 21:00:00+00:00,27350178.0,0.082,0.0,21.594744874257685
46,2021-09-02 22:00:00+00:00,27350178.0,0.07075000000000001,0.0,21.023998844242897
47,2021-09-02 23:00:00+00:00,27350178.0,0.0615,0.0,20.919668924777795
48,2021-09-03 00:00:00+00:00,27350178.0,0.0625,0.0,21.09457496623395
49,2021-09-03 01:00:00+00:00,27350178.0,0.07400000000000001,0.0,21.016020673930825
50,2021-09-03 02:00:00+00:00,27350178.0,0.0685,0.0,20.64902483957724
51,2021-09-03 03:00:00+00:00,27350178.0,0.06175,0.0,21.171901847719823
52,2021-09-03 04:00:00+00:00,27350178.0,0.064,0.0,21.18049372344052
53,2021-09-03 05:00:00+00:00,27350178.0,0.08125,0.0,21.724236715476135
54,2021-09-03 06:00:00+00:00,27350178.0,0.16775,0.0,22.2465000182101
55,2021-09-03 07:00:00+00:00,27350178.0,0.1225,0.0,23.04431704941362
56,2021-09-03 08:00:00+00:00,27350178.0,0.11599999999999999,0.0,25.671589903707627
57,2021-09-03 09:00:00+00:00,27350178.0,0.16325,0.0,26.49088662421275
58,2021-09-03 10:00:00+00:00,27350178.0,0.13225,0.0,27.96930295357373
59,2021-09-03 11:00:00+00:00,27350178.0,0.0905,0.0,28.468245450780216
60,2021-09-03 12:00:00+00:00,27350178.0,0.08075,0.0,28.638241848967425
61,2021-09-03 13:00:00+00:00,27350178.0,0.10425,0.0,28.383554104390896
62,2021-09-03 14:00:00+00:00,27350178.0,0.1,0.0,28.091430329888738
63,2021-09-03 15:00:00+00:00,27350178.0,0.09475,0.0,28.13929935176094
64,2021-09-03 16:00:00+00:00,27350178.0,0.10200000000000001,0.0,27.823241066322623
65,2021-09-03 17:00:00+00:00,27350178.0,0.35050000000000003,0.0,26.190170973989893
66,2021-09-03 18:00:00+00:00,27350178.0,0.08424999999999999,0.0,25.755667544688265
67,2021-09-03 19:00:00+00:00,27350178.0,0.09525,0.0,25.412606221270774
68,2021-09-03 20:00:00+00:00,27350178.0,0.10275000000000001,0.0,24.12873450644173
